"","id","gender","heightmetre","trainingProgram","programAnnualCost","lastfitnessscore","date","Weight","BMI","CaloriesIn","CaloriesBurned","Steps","DistanceMiles","Floors","MinutesLightlyActive","MinutesFairlyActive","MinutesVeryActive","ActivityCalories","MinutesAsleep","MinutesAwake","TimeinBed","MinutesREMSleep","MinutesLightSleep","MinutesDeepSleep","WaterConsumedOz","RestingHeartBpm","MaxHeartBpm","MinHeartBpm","AvgHeartBpm","ActivityMinutes","TimesStepsCompleteHr"
"2207",106,"m",1.58,"program2",600,650,"12/16/2017",103,26,1416,2428,3533,7,18,72,20,93,690,278,21,74,90,209,114,59,84,144,77,87,91,6
"2208",106,"m",1.58,"program2",600,650,"11/14/2017",255,18,1064,1102,9641,6,37,85,60,64,1137,389,8,58,22,178,47,43,87,174,88,81,142,8
"2209",106,"m",1.58,"program2",600,650,"8/18/2017",178,16,1054,1010,1027,8,9,77,67,52,1240,293,120,395,114,250,73,48,93,111,94,96,155,1
"2210",106,"m",1.58,"program2",600,650,"1/3/2017",140,20,1059,1521,9748,6,5,57,23,16,1395,147,66,161,105,12,115,27,71,99,97,83,73,2
"2211",106,"m",1.58,"program2",600,650,"6/12/2017",222,25,1296,2774,7368,4,31,4,29,43,609,161,116,149,49,137,56,35,92,95,75,92,110,3
"2212",106,"m",1.58,"program2",600,650,"11/4/2017",102,28,1287,2897,4666,4,12,7,20,14,1462,208,77,386,90,27,110,59,75,186,90,103,123,2
"2213",106,"m",1.58,"program2",600,650,"12/2/2017",295,21,1610,1379,1366,2,18,54,72,70,120,170,59,204,107,155,101,31,93,174,73,91,61,3
"2214",106,"m",1.58,"program2",600,650,"1/7/2017",132,17,1917,1937,6075,3,48,74,27,29,784,322,14,36,66,11,68,63,73,126,91,107,177,9
"2215",106,"m",1.58,"program2",600,650,"9/16/2017",252,20,1602,2609,7503,8,38,77,16,2,382,330,78,445,65,119,63,76,81,137,71,106,39,8
"2216",106,"m",1.58,"program2",600,650,"4/21/2017",296,21,1728,1205,2525,2,20,53,50,56,1479,330,15,181,115,267,105,20,75,115,98,97,103,7
"2217",106,"m",1.58,"program2",600,650,"8/21/2017",129,29,1171,1466,2581,2,9,78,1,4,607,241,44,113,38,293,9,24,91,87,99,97,92,12
"2218",106,"m",1.58,"program2",600,650,"8/13/2017",249,21,1316,2117,2887,6,38,54,53,85,156,455,88,254,84,121,68,36,84,86,94,106,63,5
"2219",106,"m",1.58,"program2",600,650,"5/17/2017",239,30,1631,2160,4534,10,41,7,75,66,580,390,115,68,81,66,60,62,97,80,86,73,85,4
"2220",106,"m",1.58,"program2",600,650,"9/26/2017",121,28,1232,1333,3748,3,35,96,99,23,833,201,78,389,96,89,31,67,78,182,78,72,142,4
"2221",106,"m",1.58,"program2",600,650,"12/1/2017",297,18,1726,2283,4597,6,9,37,36,50,1090,355,105,374,69,240,79,52,82,137,89,99,44,1
"2222",106,"m",1.58,"program2",600,650,"6/23/2017",208,15,1324,2733,6533,8,26,30,48,99,1269,448,89,215,98,98,24,39,75,179,73,107,74,4
"2223",106,"m",1.58,"program2",600,650,"7/8/2017",299,21,1228,1641,5292,6,19,81,85,45,1380,395,120,469,28,25,104,31,74,166,70,113,89,5
"2224",106,"m",1.58,"program2",600,650,"4/14/2017",259,25,1966,2806,3779,5,31,95,67,60,778,211,98,120,15,44,113,26,82,110,88,70,107,8
"2225",106,"m",1.58,"program2",600,650,"4/14/2017",192,17,1831,2856,3556,9,32,67,86,73,1390,169,48,85,102,111,76,13,71,80,80,118,85,9
"2226",106,"m",1.58,"program2",600,650,"1/1/2017",245,27,1873,1566,5525,6,48,100,68,22,875,290,54,28,7,189,55,26,85,146,75,107,65,10
"2227",106,"m",1.58,"program2",600,650,"12/20/2017",300,28,1816,2395,5235,5,40,95,30,52,1190,327,34,324,17,116,104,76,90,121,87,89,97,1
"2228",106,"m",1.58,"program2",600,650,"6/27/2017",247,27,1722,2410,577,3,14,68,94,64,205,366,62,32,40,166,86,12,80,96,99,89,163,12
"2229",106,"m",1.58,"program2",600,650,"7/19/2017",241,19,1251,1201,9722,1,44,11,82,80,1046,354,10,185,117,19,116,35,85,157,81,77,123,11
"2230",106,"m",1.58,"program2",600,650,"11/14/2017",204,15,1934,1814,8262,7,5,98,66,11,1488,234,72,231,86,33,18,54,71,90,85,88,129,1
"2231",106,"m",1.58,"program2",600,650,"5/5/2017",116,18,1660,1889,1485,5,42,74,58,36,764,464,17,478,113,78,14,54,88,110,92,114,95,5
"2232",106,"m",1.58,"program2",600,650,"12/19/2017",285,24,1756,1471,7091,4,21,9,24,14,1192,210,44,299,15,25,47,24,77,177,99,110,135,3
"2233",106,"m",1.58,"program2",600,650,"5/29/2017",290,29,1905,2036,1148,1,30,47,44,39,1161,466,94,456,81,174,99,42,78,123,97,91,81,3
"2234",106,"m",1.58,"program2",600,650,"5/26/2017",259,19,1967,1569,931,6,7,82,98,12,428,433,74,103,87,202,102,37,96,170,83,75,134,11
"2235",106,"m",1.58,"program2",600,650,"8/9/2017",192,25,1634,2478,8360,7,27,42,62,83,626,204,76,62,79,234,103,10,99,110,70,88,61,8
"2236",106,"m",1.58,"program2",600,650,"5/15/2017",257,16,1688,1005,3587,3,8,25,13,78,772,396,17,382,85,250,24,9,92,117,88,110,91,1
"2237",106,"m",1.58,"program2",600,650,"10/8/2017",135,21,1604,2369,1791,10,31,2,76,8,851,333,36,189,120,23,15,40,76,135,96,119,159,12
"2238",106,"m",1.58,"program2",600,650,"8/28/2017",256,24,1559,1044,1934,5,21,36,15,60,965,382,21,19,99,21,69,33,95,132,86,107,107,5
"2239",106,"m",1.58,"program2",600,650,"9/19/2017",135,27,1185,2214,4941,8,39,41,68,47,437,442,48,67,65,24,106,75,97,155,76,86,74,5
"2240",106,"m",1.58,"program2",600,650,"8/28/2017",132,23,1969,1044,4119,4,20,8,11,13,560,404,98,453,84,139,77,53,95,118,93,108,145,2
"2241",106,"m",1.58,"program2",600,650,"10/30/2017",265,25,1591,1373,5078,1,46,97,94,77,710,439,78,31,107,260,58,36,82,150,97,104,151,6
"2242",106,"m",1.58,"program2",600,650,"3/17/2017",295,30,1086,2800,4683,10,46,6,77,45,375,202,19,48,103,42,112,76,97,151,86,110,82,8
"2243",106,"m",1.58,"program2",600,650,"7/2/2017",284,19,1076,2376,3399,1,29,36,56,58,1133,473,68,450,115,101,37,41,85,193,75,100,109,3
"2244",106,"m",1.58,"program2",600,650,"2/8/2017",233,22,1110,1308,6183,1,46,97,49,7,246,400,48,74,24,53,6,73,71,99,90,104,168,11
"2245",106,"m",1.58,"program2",600,650,"5/1/2017",154,20,1671,1126,1418,2,20,12,40,14,370,125,100,285,15,133,99,51,99,144,82,109,145,2
"2246",106,"m",1.58,"program2",600,650,"6/16/2017",149,29,1435,2539,6320,2,3,81,25,100,1409,405,74,305,91,239,7,17,78,134,85,88,31,10
"2247",106,"m",1.58,"program2",600,650,"6/24/2017",211,19,1134,1680,2514,8,30,32,12,73,867,468,37,466,22,155,22,14,97,77,82,94,163,8
"2248",106,"m",1.58,"program2",600,650,"6/3/2017",240,26,1968,1971,8996,1,45,68,96,51,981,189,61,146,55,118,103,60,78,123,80,99,116,8
"2249",106,"m",1.58,"program2",600,650,"5/28/2017",209,20,1234,1372,2267,8,4,32,36,23,1437,140,50,122,43,88,54,16,86,159,72,74,93,12
"2250",106,"m",1.58,"program2",600,650,"1/20/2017",178,16,1487,2083,880,1,2,70,89,91,949,341,69,206,80,179,44,70,73,171,76,104,46,7
"2251",106,"m",1.58,"program2",600,650,"12/2/2017",105,19,1479,2972,7403,3,44,29,49,58,492,183,72,410,18,121,26,26,86,181,94,73,88,1
"2252",106,"m",1.58,"program2",600,650,"11/3/2017",251,17,1505,2563,323,2,14,65,9,28,140,260,114,76,72,62,72,11,79,85,84,104,120,5
"2253",106,"m",1.58,"program2",600,650,"6/23/2017",136,18,1236,1502,385,7,12,57,9,74,412,245,41,155,54,93,108,42,77,200,81,93,157,5
"2254",106,"m",1.58,"program2",600,650,"8/5/2017",148,18,1266,2896,6516,6,22,89,61,69,1187,308,48,132,50,203,51,80,94,173,90,98,128,5
"2255",106,"m",1.58,"program2",600,650,"10/1/2017",296,21,1916,2966,669,10,29,24,49,63,614,229,47,328,111,263,116,67,92,130,70,112,173,9
"2256",106,"m",1.58,"program2",600,650,"4/27/2017",136,30,1001,1723,8872,10,8,14,44,9,145,174,21,33,39,42,35,11,73,119,90,90,136,6
"2257",106,"m",1.58,"program2",600,650,"2/8/2017",189,26,1078,1755,6993,1,9,46,71,34,642,438,83,142,87,50,86,26,95,73,80,105,112,12
"2258",106,"m",1.58,"program2",600,650,"7/26/2017",171,20,1819,1169,9570,4,34,83,8,38,516,398,6,227,111,181,55,22,88,109,89,75,69,6
"2259",106,"m",1.58,"program2",600,650,"2/4/2017",291,17,1010,1153,1707,4,38,79,88,29,523,203,23,31,68,160,107,27,100,81,88,117,87,11
"2260",106,"m",1.58,"program2",600,650,"4/9/2017",163,24,1250,1007,2329,7,39,56,40,82,912,450,26,59,83,219,55,24,89,185,82,106,126,8
"2261",106,"m",1.58,"program2",600,650,"5/15/2017",252,16,1192,1234,4545,9,5,79,14,54,130,389,65,83,118,130,105,50,87,123,76,95,53,11
"2262",106,"m",1.58,"program2",600,650,"11/29/2017",190,20,1907,1679,8044,6,25,73,59,97,1280,403,105,268,52,169,94,69,92,196,89,92,45,7
"2263",106,"m",1.58,"program2",600,650,"7/12/2017",152,15,1630,2279,9048,6,36,44,90,22,897,395,61,229,91,39,81,34,78,70,94,78,120,12
"2264",106,"m",1.58,"program2",600,650,"10/10/2017",284,15,1707,2735,4121,3,11,85,88,18,508,188,73,267,70,185,94,32,86,132,98,91,137,5
"2265",106,"m",1.58,"program2",600,650,"10/15/2017",206,15,1353,2806,7377,3,50,16,78,31,1076,147,8,323,46,9,42,41,84,199,95,101,55,6
"2266",106,"m",1.58,"program2",600,650,"2/7/2017",182,15,1848,1340,4727,9,29,20,32,41,576,199,29,63,34,110,74,47,91,111,82,115,70,7
"2267",106,"m",1.58,"program2",600,650,"9/4/2017",269,27,1925,1684,4027,6,35,95,8,21,584,225,22,165,53,262,66,64,73,141,70,70,131,4
"2268",106,"m",1.58,"program2",600,650,"12/3/2017",239,26,1237,1693,8584,8,3,96,10,75,595,259,24,125,12,196,14,48,99,135,77,119,70,9
"2269",106,"m",1.58,"program2",600,650,"10/23/2017",174,21,1743,2658,2178,1,41,7,11,65,900,419,21,45,29,287,114,56,85,107,95,87,105,9
"2270",106,"m",1.58,"program2",600,650,"11/14/2017",109,16,1280,2596,884,9,41,11,47,91,485,353,14,259,46,41,77,54,90,142,79,105,125,2
"2271",106,"m",1.58,"program2",600,650,"7/26/2017",182,25,1468,2284,9443,10,15,100,95,69,1457,239,46,9,116,33,100,73,82,87,99,99,41,1
"2272",106,"m",1.58,"program2",600,650,"7/9/2017",207,20,1414,2812,862,10,8,48,83,37,396,391,45,392,35,89,46,16,98,72,89,89,51,11
"2273",106,"m",1.58,"program2",600,650,"12/16/2017",120,17,1833,2388,2989,6,11,72,12,53,124,387,71,439,112,94,18,36,70,104,70,87,81,12
"2274",106,"m",1.58,"program2",600,650,"11/14/2017",139,22,1469,1774,5107,7,40,89,77,100,334,262,66,105,49,188,97,52,70,120,73,75,70,5
"2275",106,"m",1.58,"program2",600,650,"1/5/2017",202,25,1902,1409,1250,2,14,61,93,88,497,152,84,464,101,227,9,23,94,110,88,98,62,8
"2276",106,"m",1.58,"program2",600,650,"12/18/2017",222,27,1376,2655,9455,5,2,61,63,74,531,475,13,208,19,295,50,10,87,126,93,80,108,10
"2277",106,"m",1.58,"program2",600,650,"7/16/2017",263,19,1865,1980,2253,4,44,90,99,61,806,461,97,227,11,27,36,44,80,76,96,115,90,2
"2278",106,"m",1.58,"program2",600,650,"8/2/2017",109,26,1515,2582,5547,6,29,65,21,24,967,128,27,77,79,253,10,69,76,75,78,75,141,1
"2279",106,"m",1.58,"program2",600,650,"8/7/2017",250,28,1702,1034,1154,9,8,74,18,20,650,433,43,58,74,66,84,66,89,181,90,105,128,11
"2280",106,"m",1.58,"program2",600,650,"2/17/2017",235,28,1060,2852,5324,7,26,71,94,46,994,156,71,106,70,285,23,40,71,81,76,73,108,7
"2281",106,"m",1.58,"program2",600,650,"12/19/2017",182,28,1741,2083,6164,10,44,7,41,28,1213,378,42,266,83,45,72,40,74,79,86,81,149,2
"2282",106,"m",1.58,"program2",600,650,"4/15/2017",140,22,1849,1093,4475,5,3,21,83,68,766,354,33,406,116,222,111,47,87,177,75,119,42,9
"2283",106,"m",1.58,"program2",600,650,"7/10/2017",276,20,1824,1150,868,9,1,99,34,59,390,185,45,26,67,282,72,22,94,147,78,110,41,10
"2284",106,"m",1.58,"program2",600,650,"3/18/2017",262,29,1976,2646,4498,10,48,63,70,14,254,363,52,126,77,65,11,24,81,99,85,75,82,12
"2285",106,"m",1.58,"program2",600,650,"12/8/2017",177,29,1644,2012,115,9,6,93,26,82,592,316,97,316,48,69,8,19,79,80,78,93,174,12
"2286",106,"m",1.58,"program2",600,650,"10/25/2017",222,30,1325,2170,7894,7,17,73,53,81,427,140,60,26,48,66,86,59,93,188,100,76,58,4
"2287",106,"m",1.58,"program2",600,650,"9/19/2017",244,19,1369,1955,9152,3,8,45,56,93,316,417,99,445,46,114,32,53,84,151,82,104,179,11
"2288",106,"m",1.58,"program2",600,650,"6/19/2017",197,21,1478,1165,4417,4,45,33,77,26,510,251,6,212,29,259,86,27,97,157,94,103,95,4
"2289",106,"m",1.58,"program2",600,650,"9/28/2017",290,27,1290,2520,2559,10,42,45,37,54,636,352,18,394,93,244,51,78,95,116,77,83,126,5
"2290",106,"m",1.58,"program2",600,650,"12/27/2017",248,26,1512,1038,5882,10,17,29,92,4,239,368,48,363,46,178,45,24,86,93,83,70,99,11
"2291",106,"m",1.58,"program2",600,650,"12/16/2017",111,22,1086,1033,1447,2,18,21,82,72,1282,451,60,289,48,183,44,9,76,119,86,106,91,10
"2292",106,"m",1.58,"program2",600,650,"4/5/2017",223,30,1298,2655,1245,2,49,81,45,32,1023,228,54,358,101,131,100,20,99,103,96,99,37,9
"2293",106,"m",1.58,"program2",600,650,"7/7/2017",198,27,1584,2874,6434,6,46,64,43,69,1269,318,85,36,115,13,120,40,89,194,77,78,30,6
"2294",106,"m",1.58,"program2",600,650,"7/7/2017",220,15,1705,1329,5182,1,39,62,36,62,457,127,52,76,46,6,82,68,99,86,92,117,154,7
"2295",106,"m",1.58,"program2",600,650,"3/27/2017",169,19,1164,2843,7568,6,16,77,3,44,632,171,19,408,99,221,112,43,77,93,80,99,83,5
"2296",106,"m",1.58,"program2",600,650,"4/28/2017",275,26,1340,2995,6374,10,28,20,96,80,1031,356,97,95,35,196,73,15,81,194,73,91,31,12
"2297",106,"m",1.58,"program2",600,650,"5/5/2017",231,21,1236,2413,5911,4,44,26,70,77,1161,320,74,414,31,211,109,13,96,97,99,120,82,1
"2298",106,"m",1.58,"program2",600,650,"7/2/2017",105,16,1810,2311,4939,6,24,3,6,5,1089,274,100,331,88,251,74,58,77,78,77,74,87,4
"2299",106,"m",1.58,"program2",600,650,"11/15/2017",283,29,1327,1202,5691,5,14,35,3,32,638,325,74,142,19,137,28,35,83,78,96,120,135,5
"2300",106,"m",1.58,"program2",600,650,"4/7/2017",223,26,1745,2736,1315,1,33,46,18,68,1362,184,56,320,21,250,56,78,71,87,74,107,50,5
"2301",106,"m",1.58,"program2",600,650,"12/22/2017",254,30,1445,1738,8650,9,3,8,75,96,1363,122,114,212,103,58,59,49,100,117,76,86,35,5
"2302",106,"m",1.58,"program2",600,650,"9/18/2017",240,19,1798,1902,4654,7,33,74,80,38,593,284,79,405,63,222,98,56,84,194,86,75,37,2
"2303",106,"m",1.58,"program2",600,650,"4/7/2017",296,15,1589,1246,3156,3,10,28,58,79,1150,129,67,231,34,52,40,63,70,91,72,70,80,2
"2304",106,"m",1.58,"program2",600,650,"8/4/2017",148,24,1346,1721,5023,4,35,19,31,88,1487,423,44,90,14,298,49,21,75,157,86,101,141,10
"2305",106,"m",1.58,"program2",600,650,"6/14/2017",126,17,1342,1861,5108,7,47,11,74,96,729,406,10,428,42,215,94,25,87,107,86,116,54,3
"2306",106,"m",1.58,"program2",600,650,"4/7/2017",249,20,1656,1264,7172,7,9,18,51,54,607,242,100,174,66,127,88,62,95,87,78,104,31,7
"2307",106,"m",1.58,"program2",600,650,"7/6/2017",270,25,1469,1118,2267,2,31,81,59,1,668,255,54,93,25,181,19,45,91,153,87,95,144,9
"2308",106,"m",1.58,"program2",600,650,"12/3/2017",178,22,1885,2616,5007,10,22,53,22,66,448,260,15,87,99,18,34,73,80,115,99,113,39,8
"2309",106,"m",1.58,"program2",600,650,"8/24/2017",279,19,1066,1179,1083,8,27,46,22,26,1119,168,65,297,67,10,99,43,93,119,78,91,93,8
"2310",106,"m",1.58,"program2",600,650,"10/18/2017",177,30,1230,2065,7230,7,7,65,47,22,1231,393,89,337,44,165,17,72,83,151,77,72,93,2
"2311",106,"m",1.58,"program2",600,650,"4/21/2017",229,23,1415,1589,5478,9,42,100,92,50,935,150,48,62,51,121,43,31,73,136,72,100,39,8
"2312",106,"m",1.58,"program2",600,650,"12/28/2017",190,24,1538,2488,4716,3,24,34,18,42,1429,194,8,385,34,156,63,39,100,138,98,101,55,1
"2313",106,"m",1.58,"program2",600,650,"2/6/2017",130,22,1865,1718,2937,7,6,77,42,27,105,377,60,476,54,269,27,79,88,168,71,108,176,10
"2314",106,"m",1.58,"program2",600,650,"4/23/2017",120,28,1283,1057,5238,9,37,91,81,51,605,415,68,129,28,226,67,39,75,113,86,79,142,10
"2315",106,"m",1.58,"program2",600,650,"11/10/2017",128,29,1104,1548,7942,2,32,76,70,11,709,280,108,14,33,229,56,47,99,72,76,108,179,12
"2316",106,"m",1.58,"program2",600,650,"10/19/2017",134,29,1975,1687,1156,7,28,20,6,56,267,301,35,238,29,245,59,34,77,146,85,75,53,8
"2317",106,"m",1.58,"program2",600,650,"8/3/2017",174,19,1827,1949,9816,8,12,69,24,78,354,154,35,58,18,164,54,76,74,185,96,91,148,12
"2318",106,"m",1.58,"program2",600,650,"12/27/2017",171,22,1047,1331,8241,10,19,42,51,100,1353,136,60,377,40,169,70,56,86,126,80,103,60,9
"2319",106,"m",1.58,"program2",600,650,"2/21/2017",296,16,1924,2637,3724,1,8,84,4,49,1148,177,60,407,90,162,107,16,97,183,84,97,130,1
"2320",106,"m",1.58,"program2",600,650,"8/3/2017",100,18,1300,2254,2798,5,27,50,28,41,1353,428,111,134,109,20,57,17,76,103,73,84,36,8
"2321",106,"m",1.58,"program2",600,650,"4/16/2017",291,16,1251,1678,7815,3,19,15,17,77,1465,304,15,473,21,118,99,53,71,80,85,75,33,7
"2322",106,"m",1.58,"program2",600,650,"1/22/2017",289,15,1397,2609,6153,2,32,2,94,45,314,240,61,65,88,170,12,35,99,145,72,80,112,4
"2323",106,"m",1.58,"program2",600,650,"9/5/2017",262,19,1443,1180,6522,10,11,20,64,88,144,479,27,423,49,212,51,59,95,184,79,107,129,10
"2324",106,"m",1.58,"program2",600,650,"3/15/2017",208,25,1327,2728,3067,2,24,5,97,88,1160,430,45,480,91,25,58,19,94,167,97,96,132,4
"2325",106,"m",1.58,"program2",600,650,"8/21/2017",123,20,1131,2291,802,5,20,49,89,81,560,281,113,222,97,197,54,64,96,141,92,84,177,4
"2326",106,"m",1.58,"program2",600,650,"1/31/2017",194,25,1324,1164,442,5,40,38,98,36,268,153,106,362,85,190,44,71,83,132,100,102,110,2
"2327",106,"m",1.58,"program2",600,650,"11/21/2017",205,17,1219,2938,4483,10,39,18,59,48,1323,409,8,224,54,155,115,61,94,169,98,88,63,9
"2328",106,"m",1.58,"program2",600,650,"4/7/2017",127,30,1609,1604,6282,8,22,58,59,11,1077,185,105,171,27,236,99,66,90,134,79,90,146,11
"2329",106,"m",1.58,"program2",600,650,"10/24/2017",111,20,1846,2896,7662,6,1,87,77,96,863,474,19,21,105,254,59,80,94,90,81,98,53,1
"2330",106,"m",1.58,"program2",600,650,"8/15/2017",265,16,1902,1294,3271,8,19,58,40,96,423,393,29,54,114,150,12,48,70,150,96,75,58,6
"2331",106,"m",1.58,"program2",600,650,"6/3/2017",141,28,1261,2731,5799,6,15,79,33,92,1428,160,118,357,104,281,37,66,87,130,100,99,33,1
"2332",106,"m",1.58,"program2",600,650,"5/27/2017",214,19,1441,2024,1128,6,42,89,32,26,1065,243,18,167,18,113,10,39,97,198,78,78,122,1
"2333",106,"m",1.58,"program2",600,650,"3/8/2017",139,21,1262,2464,4398,6,16,60,78,11,371,402,57,48,82,74,110,77,92,104,73,116,124,12
"2334",106,"m",1.58,"program2",600,650,"9/20/2017",283,18,1821,1200,5886,2,15,89,44,28,441,163,64,385,25,193,105,66,75,143,85,86,87,4
"2335",106,"m",1.58,"program2",600,650,"10/1/2017",287,18,1226,2911,8979,3,35,39,38,96,1257,330,107,416,89,293,21,57,83,128,98,113,157,1
"2336",106,"m",1.58,"program2",600,650,"4/5/2017",280,20,1188,2877,2376,3,4,37,2,97,994,443,66,72,42,15,56,56,83,130,98,88,160,7
"2337",106,"m",1.58,"program2",600,650,"3/3/2017",175,20,1940,1544,4796,4,50,71,98,40,1369,247,14,74,62,62,44,37,78,94,76,118,125,6
"2338",106,"m",1.58,"program2",600,650,"2/19/2017",190,21,1716,1425,9869,10,16,24,69,2,1486,390,80,256,84,110,119,70,95,103,93,85,48,8
"2339",106,"m",1.58,"program2",600,650,"9/17/2017",282,26,1041,1456,9738,3,3,65,89,1,698,311,116,439,14,168,44,18,83,76,79,116,140,12
"2340",106,"m",1.58,"program2",600,650,"10/23/2017",257,25,1296,2971,4616,8,13,9,73,55,1120,295,44,459,80,271,59,53,92,185,96,118,126,10
"2341",106,"m",1.58,"program2",600,650,"10/18/2017",295,22,1072,2478,9432,1,33,19,13,81,702,440,116,283,86,30,114,75,81,198,72,112,55,11
"2342",106,"m",1.58,"program2",600,650,"7/31/2017",105,18,1342,1695,1002,10,25,49,12,56,1433,189,7,336,12,195,120,51,82,182,78,88,119,4
"2343",106,"m",1.58,"program2",600,650,"3/1/2017",214,16,1939,2470,5029,10,9,100,68,56,1091,335,30,110,19,274,94,44,92,187,83,101,173,12
"2344",106,"m",1.58,"program2",600,650,"7/8/2017",180,19,1492,2374,928,1,43,41,2,47,1056,239,91,70,117,81,17,54,96,144,75,77,148,2
"2345",106,"m",1.58,"program2",600,650,"4/1/2017",249,30,1697,2673,6307,5,8,30,99,63,908,150,68,32,65,68,31,42,90,124,75,111,51,6
"2346",106,"m",1.58,"program2",600,650,"3/10/2017",125,27,1589,1994,1712,4,47,78,87,76,1489,412,63,142,8,190,76,52,81,183,82,101,121,6
"2347",106,"m",1.58,"program2",600,650,"5/6/2017",260,24,1544,1804,7628,1,20,17,4,18,559,188,117,384,16,246,30,21,92,168,96,84,160,10
"2348",106,"m",1.58,"program2",600,650,"4/23/2017",162,15,1755,2183,2717,3,13,69,99,47,391,403,98,332,49,17,38,14,81,126,88,114,120,8
"2349",106,"m",1.58,"program2",600,650,"8/12/2017",249,26,1134,2272,1626,9,28,64,3,48,514,278,89,438,80,13,100,47,73,128,91,91,115,9
"2350",106,"m",1.58,"program2",600,650,"3/30/2017",262,21,1433,2929,5571,6,41,25,85,67,1013,235,24,444,35,170,39,77,88,120,92,106,123,2
"2351",106,"m",1.58,"program2",600,650,"5/8/2017",183,16,1889,1089,5522,8,6,66,88,77,247,249,98,438,79,69,28,12,82,84,82,113,141,2
"2352",106,"m",1.58,"program2",600,650,"9/25/2017",104,28,1278,1188,2686,10,7,24,55,23,191,384,52,296,76,239,41,51,82,117,71,117,51,10
"2353",106,"m",1.58,"program2",600,650,"2/16/2017",201,21,1042,1811,4183,10,38,58,46,20,637,128,69,440,76,149,77,44,81,89,99,97,170,3
"2354",106,"m",1.58,"program2",600,650,"1/19/2017",266,19,1839,1549,1207,9,23,50,90,45,310,447,113,372,98,20,118,62,74,97,72,106,53,7
"2355",106,"m",1.58,"program2",600,650,"9/26/2017",282,30,1884,2578,8756,4,30,13,98,10,777,238,78,55,91,235,103,39,71,101,79,101,154,4
"2356",106,"m",1.58,"program2",600,650,"4/19/2017",275,18,1847,1299,2262,5,28,64,13,60,1397,288,26,262,47,258,83,77,85,171,82,102,91,1
"2357",106,"m",1.58,"program2",600,650,"7/20/2017",295,24,1925,1710,6788,6,43,79,66,48,253,148,111,42,44,246,116,40,86,173,96,108,50,7
"2358",106,"m",1.58,"program2",600,650,"4/28/2017",238,28,1706,2513,5580,9,29,17,29,86,1245,359,120,190,113,267,25,28,74,141,70,89,58,9
"2359",106,"m",1.58,"program2",600,650,"6/18/2017",286,19,1831,2582,5833,6,26,25,87,26,1152,393,39,420,79,269,49,76,99,70,74,91,49,3
"2360",106,"m",1.58,"program2",600,650,"6/21/2017",244,22,1297,2540,1052,8,8,56,21,20,1483,171,73,321,15,278,67,70,70,149,75,84,132,10
"2361",106,"m",1.58,"program2",600,650,"11/16/2017",137,24,1002,1958,9063,7,8,77,48,62,658,134,26,163,111,60,27,32,93,75,72,117,144,8
"2362",106,"m",1.58,"program2",600,650,"3/19/2017",287,26,1441,2908,5536,1,38,17,38,41,182,358,10,469,32,137,95,69,100,155,94,110,30,1
"2363",106,"m",1.58,"program2",600,650,"1/4/2017",109,29,1696,1864,5701,8,3,39,9,93,1481,269,6,347,9,23,58,20,96,122,72,85,103,10
"2364",106,"m",1.58,"program2",600,650,"2/16/2017",242,30,1576,2562,9475,7,37,24,36,30,1009,128,50,122,69,99,105,76,98,198,89,92,40,8
"2365",106,"m",1.58,"program2",600,650,"6/15/2017",148,24,1478,1065,7922,4,38,66,78,10,1209,354,53,205,69,120,8,71,98,132,97,83,135,6
"2366",106,"m",1.58,"program2",600,650,"2/13/2017",153,15,1581,1303,5307,7,8,44,83,24,1072,170,89,78,93,162,61,8,90,162,99,84,61,1
"2367",106,"m",1.58,"program2",600,650,"6/19/2017",210,26,1050,2665,5466,4,18,85,78,41,1237,380,9,361,47,149,92,66,80,134,75,90,117,1
"2368",106,"m",1.58,"program2",600,650,"6/5/2017",291,26,1987,2635,4040,4,41,12,14,91,638,414,97,372,26,255,8,75,95,147,73,115,54,5
"2369",106,"m",1.58,"program2",600,650,"3/29/2017",195,20,1001,2826,8170,2,14,73,15,7,844,369,54,178,60,117,56,53,74,142,91,79,100,2
"2370",106,"m",1.58,"program2",600,650,"9/18/2017",100,16,1146,1904,9944,3,12,36,60,68,627,292,87,377,36,70,13,72,80,96,91,100,75,10
"2371",106,"m",1.58,"program2",600,650,"10/1/2017",158,16,1587,1459,4960,9,19,65,41,29,911,416,78,182,118,24,102,51,71,99,100,72,88,11
"2372",106,"m",1.58,"program2",600,650,"12/30/2017",271,23,1270,2480,2998,9,44,18,61,39,1010,314,21,139,35,89,41,75,83,93,73,114,45,10
"2373",106,"m",1.58,"program2",600,650,"12/4/2017",245,30,1773,2441,85,2,49,37,6,15,809,176,44,107,55,162,36,11,99,173,88,79,154,3
"2374",106,"m",1.58,"program2",600,650,"6/2/2017",260,16,1302,2782,2714,3,39,72,91,38,538,235,53,88,72,135,33,74,83,115,94,79,97,5
"2375",106,"m",1.58,"program2",600,650,"10/20/2017",162,20,1020,1182,643,2,9,22,28,15,499,368,68,176,48,172,120,71,71,105,93,82,127,5
"2376",106,"m",1.58,"program2",600,650,"3/27/2017",234,16,1262,1795,1610,8,42,77,79,100,1097,220,29,451,26,8,55,26,72,107,95,114,129,3
"2377",106,"m",1.58,"program2",600,650,"1/22/2017",106,29,1042,1982,9467,2,17,59,37,69,818,136,89,126,54,167,67,80,71,185,91,76,121,4
